WORD	LABEL	ANNOTATORS	SENTENCE	SENTENCE_INDEX
sexy	0	0	Vultures are overshadowed by threatened `` sexy , charismatic species '' like the lion , rhinoceros and elephant , said Masumi Gudka , Kenya-based vulture conservation manager for BirdLife International , a group with branches in 120 countries .	6
neighboring	1	3	The overnight assault marked the expansion of the U.S.-led air campaign from Iraq to neighboring Syria , signaling a significant escalation in the conflict .	14
anthropologists	1	9	In an effort to understand how much of this concept is hard-wired into our biology and how much of it is cultural , a team of psychologists and anthropologists led by Harvard University professor Felix Warneken traveled to seven countries to study how different groups of children play fair .	28
newest	0	0	The artifacts represent a significant addition to the 33,000-item collection of the newest Smithsonian museum , which is set to open next year on the Mall .	12
literacy	1	5	Proponents of the requirement argued that American children were falling behind in financial literacy and that the increasingly complex world of consumer banking demanded a new kind of education .	13
win	0	0	To win over Latinos for Clinton in key states such as Florida , Colorado and Nevada , Praeli will have to connect with people much like herself .	1
near-record	0	0	Such moves have led industry profits to near-record levels .	7
clearing	0	0	But Jupiter came swinging in , clearing the way for small worlds like Earth by destroying those older planets .	6
monumental	0	0	But doing that is a monumental task .	5
felon	1	3	## Liberation Day For the first time in 22 years -- since Briscoe was 14 years old -- the former Vice Lord gang member and five-time felon was free of any kind of state supervision .	26
Steeler	0	0	`` I 'm a Raven and Chris is a Steeler , but for this procedure , we had to come together , '' said Ma'ake , 35 , a starting defensive tackle on the Ravens ' 2012 Super Bowl championship team .	9
creatures	1	4	JOHANNESBURG -- Allyn Bagu lay in bed , listening to the creatures nesting under the roof of her new apartment in suburban Johannesburg .	11
linked	0	0	It 's been linked with violence , cyberbullying , school woes , obesity , lack of sleep and a host of other problems .	3
proper	1	3	A gun is a tool , and like any tool -- be it a circular saw or a kitchen knife -- requires proper instruction , he said .	22
gives	0	0	The monitoring site , more than 5,000 feet above sea level on a pine-studded overlook above the lowest layer of the atmosphere , gives Faloona access to undisturbed air from across the Pacific before it is fouled by U.S. pollution sources .	23
surgeries	1	5	On Wednesday , Kemoeatu -LRB- key-moy-AH-too -RRB- and his brother Ma'ake -LRB- ma-AH-kay -RRB- spoke at the University of Maryland Medical Center of the unusual circumstances surrounding their Aug. 27 surgeries there .	30
seize	1	3	It is part of what Iraqi officials describe as a new `` brain drain '' as young graduates seize what they perceive as a rare opportunity to leave a country wracked by violence .	18
treat	0	0	Crews has helped Castro and others treat the yips .	6
waning	0	0	It has taken longer than expected -- news articles profiled the waning fight in 2011 -- but finally , the state is almost free of the invasive rodents .	11
ag-related	1	5	Ag-minded students are in luck : Tens of thousands of jobs open up each year in the broader agriculture field , and roughly half are filled by college grads with actual ag-related degrees , observers say .	31
boomed	1	6	The toy hissed and boomed , then the battery pack went shooting out of it .	4
polarized	1	8	The chants echoed against distant cheers of support from Islamists who held rival rallies in what has become a dangerously polarized nation .	20
jump	0	0	And since the stubby-legged louse does not fly or jump and needs close bodily contact to spread , it seemed reasonable that students under care for the infestation could remain in class without risk to others .	9
high-speed	0	0	Eight 2.3-ton electric motors installed on 1 WTC 's roof power the high-speed elevators .	12
disturbing	1	7	MIAMI -- It was in early 2014 that federal officials and immigrant rights activists noticed a disturbing trend at the U.S. border with Mexico .	16
corners	0	0	A small smile began at the corners of his mouth and very slowly spread .	6
deaths	0	0	While illicit border crossings in this southern Arizona corridor have plummeted , deaths are at an all-time high .	12
salary	0	0	They 're young workers like Tyrel Wellmaker , a high school graduate who left the Army for a low-skill petroleum job , albeit one with a salary that outstripped even those of positions that require college educations .	26
pardoned	1	8	On Thursday , Alabama 's parole board pardoned the last of the long-dead Scottsboro Boys , nine black teenagers falsely accused of rape in 1931 .	7
overrun	1	7	During the day , the soccer field down the road at DeForest Park was overrun with youth leagues and when night fell , the unlighted field was dark .	14
loss	0	0	In order to put the scale of seafood loss in the United States in perspective , consider what curbing it could mean for our collective diets .	8
Ferry	0	0	The free fan village will feature concerts , interactive games and player appearances at the foot of Market Street across from the Ferry Building , and will be among the main images broadcast of San Francisco .	22
adjust	1	3	Home Depot is one of a number of companies that have stepped up their efforts to recruit U.S. military veterans , helping ex-service members such as Miranda who have struggled to find work and to adjust to life back home .	35
recommended	1	3	`` For the first time in history , states recommended by consensus that an international treaty be negotiated to address the urgent crisis of biodiversity loss on the high seas , '' says Daniela Diz , a marine policy expert at WWF -LRB- World Wildlife Fund -RRB- , who sat in on the consultations , `` It 's an important step forward . ''	9
male	0	0	BEIJING -- Nearly every day in China , women go to work in smoke-filled offices , exposed to the fumes of cigarettes smoked mainly by male colleagues .	25
Sitting	0	0	BEIJING -- Sitting at a desk in his small office here , Ma Jun , one of China 's best-known environmental advocates , shows off his latest tool in the fight against the nation 's crippling air pollution : a computer app .	2
came	0	0	Prior to 2010 , more than half of the cases came from Florida , Texas and other Southern states .	10
bearings	1	6	The Nizards complain that Sacha has lost his bearings , and that their leisurely Tuesday evenings , when the family could go out to dinner or Sacha could watch TV without worrying about class the next morning , have been sabotaged .	8
inspirational	1	9	`` He was a real visionary and inspirational leader who understood what it would take to make Toyota a successful company . ''	7
cemeteries	1	3	The new evidence , published in the journal PLOS One , comes from funerary textile remnants collected from two of the earliest known Egyptian cemeteries that date to 4500 B.C. .	24
curiosities	1	6	`` I always had a little cabinet of curiosities in my room , and in the garage , '' Borders recalls .	8
discipline	1	3	Pierson , a 30-year Secret Service veteran , was named director only 18 months ago after a prostitution scandal and other problems suggested poor discipline and inadequate oversight in the supposedly elite force responsible for protecting the president , his family and visiting foreign leaders .	24
anonymous	1	8	Dozens of immigrants in Johannesburg and other cities shuttered their shops Wednesday as anonymous cellphone text messages warned that Zulu people were coming to kill immigrants in neighborhoods with large migrant populations .	13
class	0	0	In a pre-calculus class at John Champe High School in Loudoun County , Virginia , juniors and seniors are learning abstract mathematical concepts .	3
phobia	1	5	Educators are seeing more and more students suffering from depression , anxiety and social phobia .	14
charges	0	0	Apple told her the charges were valid purchases from the game DragonVale .	4
tenants	1	7	The 104-story 1 WTC -- which opened for tenants in November -- has 73 elevators , five of which will be express elevators with a top speed of more than 36.5 kilometers per hour -LRB- 22.6 miles per hour -RRB- .	8
optimistic	1	6	`` I 've been struggling to stay optimistic , to stay encouraged , '' said Briscoe , married and the father of a 5-year-old son with whom he is working to rebuild a relationship .	7
sometimes	0	0	ARLINGTON , Va. -- Teacher Michael Coughlin sometimes learns about his students ' harrowing trips across the border alone and what they left behind from the essays they write .	7
find	0	0	Most of us have experienced writer 's block at some point , sitting down to write , paint or compose only to find we ca n't get the creative juices flowing .	22
dominate	1	5	That issue will dominate much of Emanuel 's time in the coming weeks , as he works to persuade state lawmakers in Springfield to grant the city pension relief and a Chicago-owned casino to help stabilize the city 's finances .	3
direct	1	4	`` It 's nobody else 's business , '' Christie said , adding that it became public only because a reporter from the New York Post asked him a direct question about the procedure .	29
consumption	0	0	Participants were designated `` Western diet '' consumers if their consumption from non-fast-food sources was relatively high in saturated fats and added sugars .	10
delta	0	0	Environmental and fishery groups say agriculture is manipulating the drought crisis to extract delta water , exposing even non-threatened fish and the fishing industry to catastrophic losses .	13
records	0	0	There are no records of a human ever being killed by a wolf in the wild in Michigan .	3
amount	0	0	The winning robots will complete eight different tasks on a DARPA obstacle course in the shortest amount of time .	16
Deepwater	0	0	WASHINGTON -- Louisiana residents may go gaga over Mark Wahlberg , Kurt Russell and Kate Hudson when they arrive in the state later this year to film a movie about the 2010 Deepwater Horizon oil rig explosion .	32
bobsled	1	6	Evans was thinking about how good she wanted to feel when she got back on it , how the success she tasted in her rookie season as a bobsled pusher still sent chills of excitement through her mind .	28
downed	1	3	The plane maker issued a statement Saturday afternoon , saying it `` extends its concern for the safety '' of those aboard the downed aircraft .	23
dehydrated	1	9	While she wanted to help , her husband worried they may be arrested or lose their land if they gave aid to the dozens of travelers , many of them desperate and dehydrated , and some nearly crippled by enormous blisters on the bottoms of their feet .	32
spotlight	1	7	Bailey and his daughter were among dozens of father-daughter couples gathered on Chicago 's South Side recently at a party designed to spotlight the role of black fathers in their daughter 's lives .	22
tails	0	0	With their industrial-strength buck teeth and flat tails , beavers and their dams offer a defense against drought .	7
easy	0	0	It has n't been so easy this year .	5
burgeoning	1	9	Parents , perhaps mindful of their daughters ' futures , are helping to make STEM dolls a `` burgeoning category , '' said Jackie Breyer , editor-in-chief for gift guide Toy Insider .	18
agree	0	0	ARIVACA , Ariz. -- There was a time when Maggie Milinovitch and her husband did n't agree on whether to give food and water to the weary border crossers who traversed the couple 's desert land a few miles north of the Mexico border in southern Arizona .	16
indict	1	5	The results of the review come a week after a grand jury in St. Louis County chose not to indict the Ferguson police officer , Darren Wilson , in the fatal shooting of Michael Brown .	19
cottage	1	8	But a housing crash and a flood of Chinese money later , she 's part of a growing cottage industry of real estate agents , bankers and attorneys who specialize in helping wealthy foreigners buy a little patch of Southern California .	18
analyst	1	5	Tom Captain , aerospace analyst with the financial firm Deloitte , said the passenger fatalities on the commercial flight were the first in three years .	4
militant	1	3	`` The entire gang involved in the murder attempt ... has been busted , '' Bajwa said , adding that the `` terrorists '' were part of Tehrik-e-Taliban , an umbrella group encompassing militant organizations across the tribal areas .	33
fastest-growing	1	3	As Latino outreach director , Praeli spends her days at Clinton 's headquarters in Brooklyn poring over polling data , winning endorsements from Latino leaders and fine-tuning the campaign 's messages to reach the nation 's fastest-growing bloc of voters .	36
roughly	0	0	For the roughly 1 million Americans who have lost a leg or part of one due to injury or disease , Vawter and his robotic leg offer the hope that future prosthetics might return the feel of a natural gait , kicking a soccer ball or climbing into a car without hoisting an inert artificial limb into the vehicle .	2
issues	0	0	`` It seems like there is a theme of wanting to really support artists who are working hard -- not just in their craft -- but communicating about the issues of our time , '' said Spalding , an advocate of human rights issues at the U.S. detention facility at Guantanamo Bay , Cuba .	43
reapportionment	0	0	Texas , which gained four seats in the last round of congressional reapportionment , lagged behind only North Dakota and the District of Columbia in the rate of population growth since the 2010 census .	12
cautiously	1	5	An Associated Press analysis of households in the 10 biggest economies shows that families continue to spend cautiously and have pulled hundreds of billions of dollars out of stocks , cut borrowing for the first time in decades and poured money into savings and bonds that offer puny interest payments , often too low to keep up with inflation .	17
needed	0	0	An economics and personal-finance class is now a required course for those who want a high school diploma in Virginia , and the Class of 2015 was the first that needed the course to graduate .	30
areas	0	0	Castañeda , who grew up in Delano , California , thought students in rural communities should have access to the same opportunities as those in more affluent areas .	27
publication	0	0	One female activist , speaking on condition of anonymity , said the publication of the video clips and photographs was the first part of a two-stage campaign designed to change attitudes .	12
computers	0	0	Ma and his colleagues at the Institute of Public and Environmental Affairs , a Beijing-based environmental group , have made that information available to millions of Chinese on their own computers and mobile devices .	30
expand	1	4	With more than $ 40,000 in sales in three years , Grayson is looking to expand and hire people to make his paracord products .	15
Jupiter	0	0	Jupiter still shepherds swarms of asteroids , occasionally sending some whizzing harmlessly into interstellar space or on destructive collision courses with Earth and other planets .	0
evocative	0	0	`` The goal is to create an evocative space , with a few iconic pieces , almost like religious relics . ''	7
obviously	1	6	That Rodrigo Guzman , 10 , could no longer be with his friends and attend Jefferson Elementary seemed so obviously unfair to these students .	19
quickly	0	0	The discovery of the long-hidden artwork created a sensation , but the site was quickly closed to the public .	14
relics	1	5	Amid the clatter of jackhammers and the whine of a mini-excavator , paleontologist Kim Scott scouted the tarry muck for relics from a long-buried beach .	20
clatter	1	6	Amid the clatter of jackhammers and the whine of a mini-excavator , paleontologist Kim Scott scouted the tarry muck for relics from a long-buried beach .	2
desert	0	0	ARIVACA , Ariz. -- There was a time when Maggie Milinovitch and her husband did n't agree on whether to give food and water to the weary border crossers who traversed the couple 's desert land a few miles north of the Mexico border in southern Arizona .	34
ecosystems	1	5	It 's also roiling coastal tourism and marine ecosystems .	8
materials	1	3	Measure 92 in Oregon and Proposition 105 in Colorado call for labeling food so that purchasers know whether they are buying products that contain materials that have been genetically engineered or modified .	24
cash-strapped	1	4	The cash-strapped U.S. Postal Service released its Harry Potter stamps last November in 20-stamp booklets , and found another hit .	1
pledged	1	3	But she pledged to create `` a grand pact '' to improve public services and said among her priorities would be to devote 100 percent of petroleum revenue to education , send thousands of doctors to rural areas , come up with a national urban transit plan , and meet with peaceful protest leaders .	2
university	0	0	The developer is building the first major subdivision in decades in the slow-growth university town of Davis , Calif. .	13
twists	1	3	For more than a decade , increasing numbers of black women have been wearing their natural hair in Afros , braids , locks and twists .	24
persuade	1	4	That issue will dominate much of Emanuel 's time in the coming weeks , as he works to persuade state lawmakers in Springfield to grant the city pension relief and a Chicago-owned casino to help stabilize the city 's finances .	18
goes	0	0	They hold hands as Giambalvo leads Dungan to first base after her hit goes airborne , and they giggle together in the outfield while waiting to make a catch .	13
check	0	0	`` You can check out a laptop , and the next 30 minutes it 's dead .	3
Mother	0	0	CORNUCOPIA , Wis. -- On some days , Kevin Hunt stands at his Star North gas station in this eye-blink of a town on mighty Lake Superior , marveling at Mother Nature and his own dumb luck .	30
things	0	0	`` The evidence fully supports my findings that -LRB- 1 -RRB- Mr. Brady participated in a scheme to tamper with the game balls after they had been approved by the game officials for use in the AFC Championship Game and -LRB- 2 -RRB- Mr. Brady willfully obstructed the investigation by , among other things , affirmatively arranging for destruction of his cellphone knowing that it contained potentially relevant information that had been requested by the investigators , '' Goodell wrote in his ruling .	53
time	0	0	ARIVACA , Ariz. -- There was a time when Maggie Milinovitch and her husband did n't agree on whether to give food and water to the weary border crossers who traversed the couple 's desert land a few miles north of the Mexico border in southern Arizona .	7
outstripped	1	8	They 're young workers like Tyrel Wellmaker , a high school graduate who left the Army for a low-skill petroleum job , albeit one with a salary that outstripped even those of positions that require college educations .	28
liked	0	0	WASHINGTON -- Jackie Nussbaum knew her son liked playing DragonVale on the family iPad -- a colorful game with soothing music and chirping birds where kids raise adorable baby dragons .	7
froze	0	0	Then Lake Superior did something it had n't done to this degree in decades : It froze .	16
glorious	1	4	MOSCOW -- The day after the 2014 Sochi Olympics ended with Russia atop the medals table , a beaming President Vladimir Putin presented his athletes with state awards for `` defending the honor '' of their country by showing that its `` great and glorious '' sports traditions were still strong .	44
Laugh	0	0	Laugh if you will .	0
consumers	1	4	`` You can not charge consumers for purchases they did not authorize , '' said Edith Ramirez , the commission chairwoman .	5
flier	0	0	Two other quarrels diverted planes last week , including a United Airlines flight that was grounded when a passenger installed a plastic device known as a Knee Defender to prevent the flier in front from reclining .	31
library	0	0	`` We do n't have any Internet at home , '' Morua said as her oldest , 11-year-old Abel , clicked through an assignment on a library laptop while Alina , 9 , waited for her turn at a desktop .	26
competitions	1	3	One piece of that market , e-sport multiplayer video-gaming competitions , is expected to bring in $ 612 million this year for games such as Dota 2 and League of Legends .	9
smile	0	0	BALTIMORE -- Devin Allen plans to get the word `` smile '' tattooed on his trigger finger .	10
dropped	0	0	But when the company that makes Addison Trail 's football helmets declined to give its blessing , school officials dropped the idea , fearing that using the Guardian could expose the district to legal liability .	19
lots	0	0	`` It 's hard out here , '' he says of Cutler-Orosi , adding that many people work as farm laborers and there are lots of gangs .	24
emotionally	1	6	Argyilan is driven professionally and emotionally to try to help explain this curious occurrence .	5
eighth-grader	0	0	Grayson Davey , an eighth-grader , spent most of his week off looking for employees .	4
successful	1	8	The regular post-lunch parade of Dobbs Elementary children by the trash cans Monday showed that the school 's food team had mostly pulled off a successful meal .	25
cheating	0	0	That 's why accusations of cheating -- widespread , state-sponsored doping -- drew such a harsh reaction Tuesday in Moscow .	5
decisions	0	0	Those who want the label contend that consumers are entitled to know whether their food contains GMOs so that they can make informed decisions about their purchase .	23
actually	0	0	An apple can kill , a sprinkle of sprouts can send you to the hospital and your succulent , pan-seared red snapper may actually be tilefish .	23
autonomous	1	8	The world will see just how far robots have advanced in the subsequent years when the U.S. Defense Advanced Research Projects Agency -LRB- DARPA -RRB- hosts the final round of a robotics competition aimed at building autonomous machines that can step -- or roll -- in when disasters strike .	36
editor-in-chief	0	0	Parents , perhaps mindful of their daughters ' futures , are helping to make STEM dolls a `` burgeoning category , '' said Jackie Breyer , editor-in-chief for gift guide Toy Insider .	26
diagnoses	1	4	In the wake of the confusion and missteps that surrounded the first U.S. Ebola diagnoses in Dallas last month , public health officials in New York were ready .	14
certain	0	0	They 're arguing that as sea ice continues to melt in the Arctic , passageways are opening for certain animals - heretofore restricted by the ice - to start moving through , enabling them to cross into new territories .	18
reef	0	0	The waters off the United Arab Emirates -LRB- UAE -RRB- coast can be murky and only have 10 percent of the coral reef diversity found in the Indian Ocean or on the Great Barrier Reef .	22
toes	0	0	Still , theme-park restaurants are just dipping their toes into the water compared with other restaurants .	8
ballots	0	0	The North Carolina law is one of a series enacted in Republican-governed states imposing new requirements on casting ballots .	18
toppling	1	7	NEW YORK -- A New York City commuter train rounding a riverside curve derailed Sunday , killing four people and injuring more than 60 in a crash that threw passengers from the toppling cars and left a snaking chain of twisted wreckage just inches from the water .	32
argues	0	0	The International Monetary Fund certainly thinks so , according to a new report in which it argues Greece should get help .	16
preparation	1	8	The 17-year-old participates in an after-school program called Tech Connect in Orosi that teaches computer repair , tax preparation and community service .	18
belief	0	0	There is a scientific belief that the cerebral cortex is the part of the brain that `` makes us human , '' and that the two hemispheres of the cortex differentiate the creative thinkers from the logical thinkers -LRB- the `` right-brained '' from the `` left-brained '' -RRB- .	4
treasured	1	8	Yet elsewhere in the world , one pencil is a rare and treasured thing .	12
sandy	0	0	Officials had anticipated encountering a substantial cache : The dig is near the La Brea Tar Pits and features a sandy matrix with naturally occurring asphalt -- a fossil haven .	20
alleging	1	6	Retired players Dave Christian , Reed Larson and William Bennett filed a class action lawsuit in federal court on Tuesday alleging that the league has promoted fighting and downplayed the risk of -LSB- head injuries -RSB- -LRB- https://www.newsela.com/?tag=concussions -RRB- that come from it .	20
historic	1	5	As the gap between the world 's top 1 percent and the rest has increased to historic highs in recent years , fairness in material payoffs or inequality has become one of the most important issues of our time .	16
agribusiness	1	8	The curriculums , taking hold as school budgets tighten and the numbers of farms in the United States decline , are rich in science and touted as stepping stones for college-bound students considering careers in everything from urban forestry to renewable natural resources and genetic engineering of crops , perhaps for giant agribusiness companies such as Monsanto , Dow , DuPont and Pioneer .	52
squadron	1	9	Nowhere was this more painfully obvious than in Japan four years ago , after a small squadron of robots was sent to assist workers at the devastated Fukushima Daiichi nuclear plant .	16
institutions	1	5	When a law discriminates on the basis of sexual orientation , it must be closely evaluated to `` ensure that our most fundamental institutions neither send nor reinforce messages of stigma or second-class status , '' Judge Stephen Reinhardt wrote for the court .	23
Let	0	0	Let other octogenarians take it easy .	0
Tech	0	0	The 17-year-old participates in an after-school program called Tech Connect in Orosi that teaches computer repair , tax preparation and community service .	8
near-vertical	0	0	Rocks and boulders sloughed off the crater walls , kicking up plumes of dust as they clattered down the near-vertical slopes .	19
sunny	0	0	But if monotonously sunny weather continues to curse the state , the pain of water shortages will spread , albeit unevenly .	3
striking	1	6	The acuity of mental illness among students has sharpened , they say , and it 's striking ever younger children , though many quietly bear the stress for years before snapping .	16
running	0	0	But Dungan , then 13 , was shy and preferred nail polish and Disney princesses to running bases and wearing a batting helmet .	16
beautiful	0	0	Then , once again , their answer was unanimous : They agreed Nyong ' o was beautiful .	16
gym	0	0	ST. LOUIS -- The girls huddled in the corner of the gym as the game clock ticked down to halftime , their arms linked , hands clutching the shiny bundles of silver and black .	11
movies	0	0	Under the new policy , those two hours include using the Internet for entertainment , including Facebook , Twitter , TV and movies ; online homework is an exception .	22
named	0	0	A Lego vet clinic with a mini-doll named Mia has five stars on Amazon .	7
Granite	0	0	The firefighters belonged to the Granite Mountain Interagency Hotshot Crew , an elite unit sponsored by a fire department in nearby Prescott , where residents were grieving through social media after word of the deaths arrived Sunday night .	5
artists	0	0	`` They are only as good as the tools they allow their artists to use . ''	12
good-paying	0	0	`` Schools that understand we can get students in the ag program know they 're going to be taxpaying citizens with good-paying jobs . ''	21
Advances	0	0	The findings , described in the journal Science Advances , reveals another complexity of the effects of climate change -- both the effects it has on animal populations and the way it affects human disease , in the context of socioeconomic disparities .	8
experienced	1	4	Virginia was one of many states that moved to offer more personal-finance courses on the heels of the Great Recession , hoping to instill practical money-management skills to help the next generation avoid the pitfalls that many of their parents experienced .	40
fourth-round	0	0	The Patriots also were fined $ 1 million -- equaling the largest in league history -- and stripped of their first-round draft pick next year and a fourth-round selection in 2017 .	27
epithet	1	7	The Oneidas asked Goodell and Snyder to `` visit our homelands , '' and sought an amendment to league bylaws to prohibit franchises from naming a team with any term that is a racial epithet .	34
progress	0	0	Rwanda has made stunning progress since what was one of the 20th century 's greatest crimes , when more than 800,000 Tutsis and moderate Hutus were slaughtered by Hutu extremists .	4
innovative	1	9	And Home Depot is n't the only business that 's looking to beef up its staff , and find innovative ways beyond job fairs , to connect with veterans .	19
deal	0	0	The machines spent a good deal of time on the sidelines , leaving humans to do the most hazardous work .	5
Factory	0	0	LOS ANGELES -- His escape from the Nazis was more like `` Willy Wonka &amp; the Chocolate Factory '' than `` The Sound of Music , '' Leon Prochnik admits .	17
wipe	0	0	WASHINGTON -- The United States is cracking down on the sale and purchase of ivory in hopes of curbing a surge in illicit poaching that 's threatening to wipe out elephants and other species in Africa .	28
points	0	0	Techniques ranging from whole genome sequencing to the ability to create artificial DNA labels that indicate points of origin are surprisingly affordable now , and have led to novel global collaborations and inventions .	16
Used	0	0	Used for centuries in the Mediterranean region to grow crops like olives and grapes , the technique is not for the faint of heart .	0
eye-blink	1	8	CORNUCOPIA , Wis. -- On some days , Kevin Hunt stands at his Star North gas station in this eye-blink of a town on mighty Lake Superior , marveling at Mother Nature and his own dumb luck .	19
nursery	1	3	PARIS -- If you think Wednesday 's child is full of woe , as the old nursery rhyme has it , try Wednesday 's parents .	16
dedicated	0	0	The fine will be donated to organizations dedicated to anti-discrimination and tolerance efforts that will be jointly selected by the NBA and the Players Association , Silver said .	7
canal	0	0	The French , flush with their success from digging and opening the Suez Canal in 1869 , started work on the canal in Panama in 1881 .	21
team	0	0	For golfers , it 's an uncontrollable spasm that occurs in the hands right before impact , says Dr. Debbie Crews , a sports psychology consultant for the Arizona State University women 's golf team and a faculty research assistant in the professional golf management program .	34
applauded	1	4	Thousands of onlookers applauded .	3
entry	0	0	ANGELS CAMP , Calif. -- In the humble-looking notebook of a luckless prospector staying in a cabin on Jackass Hill near here in California 's Gold Country a century and a half ago , there 's an entry barely longer than a tweet .	37
harder	0	0	Most frustrating of all , the more effort and thought we put into it , the harder it may become .	16
decreasing	1	5	`` So if we 're decreasing opportunities for lower-income kids to participate in sports , we 're taking away one of our weapons in the fight against obesity and in the fight against drop out -LRB- rates -RRB- , '' she said .	5
control	0	0	But it is Vawter 's ability to control the prosthetic with his thoughts that makes the latest case remarkable .	7
ick	0	0	Aside from the `` ick '' factor , she wondered , was there a reason to quarantine the youngsters ?	4
four-game	0	0	Tom Brady and the players ' union are headed to a legal clash with the NFL over Deflategate after Commissioner Roger Goodell rejected Brady 's appeal Tuesday and upheld the four-game suspension of the New England Patriots quarterback and reigning Super Bowl MVP .	30
Mostly	0	0	Mostly , it 's about river water allowed to reach the Pacific Ocean through the Sacramento-San Joaquin River Delta -- a perennial California argument filled with suspicion , lawsuits and politics .	0
gathered	1	5	Bailey and his daughter were among dozens of father-daughter couples gathered on Chicago 's South Side recently at a party designed to spotlight the role of black fathers in their daughter 's lives .	10
dots	0	0	The pieces consist of animal bones , mostly skulls , into which Borders has engraved and inked complex designs of lines and dots that resemble traditional mehndi tattoos .	22
clock	0	0	ST. LOUIS -- The girls huddled in the corner of the gym as the game clock ticked down to halftime , their arms linked , hands clutching the shiny bundles of silver and black .	15
breaks	0	0	Instead , French children -- who , like their parents , already enjoy longer lunch breaks and summer vacations than their counterparts in many other countries -- have to show up for class Monday through Friday .	15
pilots	0	0	The initiative , Tuskegee Next , is a special effort to increase the number of African-Americans who can work as pilots , said Stephen L. Davis , who owns a lighting company based in Wheaton and founded the organization .	20
promotes	1	3	Their gnawing and nesting promotes richer soil and slows down water , improving imperiled fish habitat .	4
guard	0	0	In the latest potential threat , officials said , a private security guard armed with a pistol rode in an elevator with the president during a Sept. 16 visit to the Centers for Disease Control and Prevention in Atlanta for a briefing on Ebola , surprising Secret Service agents and violating agency rules over who can carry a weapon near him .	12
limited	1	3	## A Limited Ruling But the issue of gay marriage causes passionate arguments on both sides , as evidenced by the fact that more than two-thirds of the states do not allow gay marriage .	2
uncontrollable	1	4	For golfers , it 's an uncontrollable spasm that occurs in the hands right before impact , says Dr. Debbie Crews , a sports psychology consultant for the Arizona State University women 's golf team and a faculty research assistant in the professional golf management program .	6
rhythm	1	5	`` The movement is a rhythm to us , freedom is like religion to us , '' Common raps in `` Glory . ''	5
helicopters	1	4	WASHINGTON -- One trained soldiers to use Stinger missiles to shoot down enemy jets and helicopters .	15
streets	0	0	In late April , the then-26-year-old shot his Fuji X-T1 over and over again as demonstrators took to the streets to protest the death of Freddie Gray , who suffered a fatal injury in police custody .	19
hassles	1	7	The space squeeze -- as airlines pack more people and profit into planes -- is only the latest frustration for travelers , already weary of security hassles and charges for checked baggage , food , in-flight entertainment and other once-free services .	26
Harmful	0	0	Harmful fishing practices add to the threat .	0
sucked	0	0	Fully pursue his dream to become an entrepreneur and literacy advocate for young people of color , to stop them from being sucked down the intoxicating pipeline that entrapped him .	22
two-step	1	4	He pulled her close , placed a hand on her shoulder , and the two bopped back and forth in a two-step , laughing and giggling .	21
environment	1	3	SEATTLE -- A tiny white sliver inside the heads of fish could hold evidence of a century 's worth of humans wrecking the environment : atomic bombs , overfishing , even climate change .	23
activist	0	0	W.T. `` Dub '' Massey and seven other students at Rock Hill 's Friendship Junior College -- Willie McCleod , Robert McCullough , Clarence Graham , James Wells , David Williamson Jr. , John Gaines and Mack Workman -- were encouraged to violate the town 's Jim Crow laws by Thomas Gaither , who came to town as an activist with the Congress of Racial Equality .	59
long-range	0	0	More than 1,100 of the planes have been delivered , and nearly all of the world 's most important airlines fly 777s on long-range routes .	23
scrabbling	1	9	She could hear them scrabbling around and their ominous screeches .	4
Stop	0	0	Charles Vacca , 39 , of Lake Havasu City was shot Monday at the Last Stop outdoor range in White Hills , in northern Arizona , about 60 miles south of Las Vegas .	15
older	0	0	In Greco-Roman mythology Jupiter is the king of the gods , a deity who destroyed an older race of titans to become the jealous and vengeful lord of heaven and Earth .	16
retorted	1	5	`` We was real hard workers was n't we , '' Coby retorted in a subsequent text .	12
poor	0	0	NEW YORK -- They speak different languages , live in countries rich and poor , face horrible job markets and healthy ones .	13
mentality	1	3	`` We 've always had powerful female athletes , but we 've never had a story as dynamic as Misty 's , with that underdog mentality she has ... bucking up against all these traditional norms , showing men , women and kids that athletes come in all shapes and sizes . ''	25
perished	1	7	More than 2,000 migrants have perished in the last 13 years , according to the Pima County medical examiner 's office .	5
emissions	1	6	He and other scientists at rural , high-altitude sites across the western U.S. have been documenting rising levels of ozone , which can trigger asthma attacks , worsen heart and lung disease and lead to premature deaths , even as emissions have plummeted nationwide over the last few decades .	40
democracy	0	0	`` The highest rank in a democracy is citizen , not Senate president , so soon along with many of you , I will hold that rank and there 's nothing citizens ca n't accomplish when they put their minds to accomplishing it , '' Morse told disconsolate supporters at a party that turned into a political wake .	6
factories	0	0	In about a week , winds carry ozone formed by emissions from cars , factories and power plants in Asia to the U.S. West Coast , where it can add to locally generated pollution , worsening smog in cities such as Bakersfield , Fresno and Los Angeles .	14
pump	0	0	Carroll has Type 1 diabetes and wears a pump that delivers insulin directly into his body .	8
adorns	1	8	The group vets the man-made elements seeking a permanent spot on the chart that adorns chemistry classrooms around the world .	14
accepting	0	0	We should change this closed nature and consider accepting refugees from conflict zones proactively , '' the paper said .	8
amphibious	1	8	Some survivors stood , somber-faced and proud , alongside President Barack Obama , French President Francois Hollande and other world leaders as they paid tribute Friday to history 's biggest amphibious invasion .	30
