WORD	LABEL	SENTENCE	SENTENCE_INDEX
knowing	0	`` The evidence fully supports my findings that -LRB- 1 -RRB- Mr. Brady participated in a scheme to tamper with the game balls after they had been approved by the game officials for use in the AFC Championship Game and -LRB- 2 -RRB- Mr. Brady willfully obstructed the investigation by , among other things , affirmatively arranging for destruction of his cellphone knowing that it contained potentially relevant information that had been requested by the investigators , '' Goodell wrote in his ruling .	62
chronic	1	With the start of the region 's high tourism season a few months away , some officials are calling for an emergency meeting of the 15-nation Caribbean Community , worried that the worsening seaweed influx could become a chronic dilemma for the globe 's most tourism-dependent region .	38
state	0	The states could become the first to pass such a referendum ; Washington state and California rejected similar measures after expensive campaigns in 2013 and 2012 , respectively .	13
rainwater	0	Dry farming relies solely on rainwater to keep crops growing throughout a dry season .	5
inches	0	NEW YORK -- A New York City commuter train rounding a riverside curve derailed Sunday , killing four people and injuring more than 60 in a crash that threw passengers from the toppling cars and left a snaking chain of twisted wreckage just inches from the water .	43
wall	0	WICOMICO RIVER , Md. -- On the wall of the nutria eradication team 's drab office at the Blackwater National Wildlife Refuge , there 's a large whiteboard with names and numbers on it .	7
consist	1	The pieces consist of animal bones , mostly skulls , into which Borders has engraved and inked complex designs of lines and dots that resemble traditional mehndi tattoos .	2
business	0	Grayson is just 13 years old , but he already owns a business , Alaska Paracord Designs .	12
times	0	Northern gannets , a North Atlantic species , have been spotted off the coast of California several times in recent years , for instance , while several Pacific species of auks , a type of diving bird , have recently been observed in the Atlantic .	17
rubbly	1	`` It 's cascading down into this valley now , '' Yurkewycz said , pointing out a tongue of ice flowing over a rise and into a rubbly ravine .	27
computers	0	Ma and his colleagues at the Institute of Public and Environmental Affairs , a Beijing-based environmental group , have made that information available to millions of Chinese on their own computers and mobile devices .	30
credit	0	When she opened her credit card statement , she saw a slew of charges from Apple , totaling $ 600 in one day .	4
marine	0	`` These temperatures exceed what we are expecting anywhere else in the world in the tropics over the next century , '' says John Burt , a marine biologist at a branch of New York University in the Emirates , who led the reef tour in 2012 .	27
district	1	Now 80 and a resident of the Park La Brea complex in the Fairfax district , Prochnik uses that vat of chocolate as a centerpiece during talks about the Holocaust that he gives to schoolchildren .	14
timetable	1	Holder also said his office is examining all available evidence before deciding whether to pursue charges against neighborhood watchman Zimmerman in the shooting death of the black teen -- though he gave no indication of the timetable involved .	36
nonetheless	1	But nonetheless , the 24-year-old civil engineer from Baghdad plans to fly to Turkey next week in order to join the surge of migrants and refugees making a bid for a better life in Europe .	1
beds	0	When they see their beds , they think of those trapped on a mountaintop who must sleep on nothing but rocks .	4
combed	0	The authors of the latest research combed through a national database of Americans ' health and nutrition behaviors and grouped 4,466 American kids -- from ages 2 to 18 -- according to what they ate when they were not eating food purchased at a fast-food restaurant .	6
worsened	1	They do so even as some marine biologists and ocean advocates warn that such a compassion-laden response is little more than a futile attempt to wrap a Band-Aid on an oceanwide problem that could last decades and may have been worsened by overfishing .	40
heels	1	Virginia was one of many states that moved to offer more personal-finance courses on the heels of the Great Recession , hoping to instill practical money-management skills to help the next generation avoid the pitfalls that many of their parents experienced .	15
physically	1	`` Sports is one way that kids can be physically active in an enjoyable way .	9
sermon	1	And it has the spirit of a sermon , '' Miller said .	7
starts	0	Music starts , and a dozen straight faces flip to wide smiles , matching the energy in the moves on their faces .	1
sad	0	The sad part is , if you do n't have a computer , you ca n't do your homework . ''	1
near-exact	0	Since most modern humans will never get to see the masterpieces in what is widely known as the Chauvet Cave , scientists , artists and the French government have spent 56 million euros -LRB- about $ 60 million -RRB- and several years creating the next best thing : a near-exact replica of the cave about 2 kilometers -LRB- 1.2 miles -RRB- away , including more than 400 paintings of horses , bears , rhinoceros and mammoths , handprints and carvings .	49
rain	0	The snow and rain could still come .	3
deeply	0	In a March report in Geophysical Research Letters , scientists at the U.S. Naval Research Laboratory -LRB- NRL -RRB- describe how large waves can penetrate more deeply into ice cover and break it up faster and more completely than anyone had suspected .	26
somber-faced	1	Some survivors stood , somber-faced and proud , alongside President Barack Obama , French President Francois Hollande and other world leaders as they paid tribute Friday to history 's biggest amphibious invasion .	4
Maybe	0	Maybe somebody put one of Mo Willems ' popular children 's stories in there .	0
relocation	1	Bagu 's husband called EcoSolutions , a company with a `` Ghostbusters '' - style relocation service .	15
Bourbon	0	Born in Rome on Jan. 5 , 1938 , Juan Carlos was the son of Don Juan of Bourbon and Battenberg , the heir to the throne of the Bourbon dynasty , which had been overthrown in 1931 .	18
workout	0	There was a greeting party when she arrived for another intense summer workout with 4-year-old niece Rihanna Reed in tow : a reporter and a photographer , whom Evans expected , and a surprise visitor from the U.S. Anti-Doping Agency .	12
juvenile	1	The study , released last month , asked more than 1,300 serious juvenile offenders in Arizona and Pennsylvania one question : How long do you think you 'll live ?	12
roll	0	The world will see just how far robots have advanced in the subsequent years when the U.S. Defense Advanced Research Projects Agency -LRB- DARPA -RRB- hosts the final round of a robotics competition aimed at building autonomous machines that can step -- or roll -- in when disasters strike .	43
extra	0	Would the number of our kids who carry an unhealthful amount of extra weight plummet ?	12
planetary	1	Eons ago , while flinging leftover debris from planetary formation out of our solar system , Jupiter probably also tossed some down toward our primordial globe , delivering some of the water that now fills our oceans .	8
rhinoceros	1	Since most modern humans will never get to see the masterpieces in what is widely known as the Chauvet Cave , scientists , artists and the French government have spent 56 million euros -LRB- about $ 60 million -RRB- and several years creating the next best thing : a near-exact replica of the cave about 2 kilometers -LRB- 1.2 miles -RRB- away , including more than 400 paintings of horses , bears , rhinoceros and mammoths , handprints and carvings .	73
nutria	1	WICOMICO RIVER , Md. -- On the wall of the nutria eradication team 's drab office at the Blackwater National Wildlife Refuge , there 's a large whiteboard with names and numbers on it .	10
Using	0	Using the WiFi on his camera , he uploaded dozens of his raw photos to Instagram and Twitter , sharing them with his several thousand followers in real time .	0
technical	1	`` Boeing is preparing to provide technical assistance to the National Transportation Safety Board as it investigates the accident , '' the statement said .	6
extracts	1	A single can contained 240 milligrams of caffeine and 2,000 mg of taurine , along with guarana seed , ginseng root and milk thistle extracts .	24
sure	0	CHICAGO -- The first three times they were together , Nicole Giambalvo was n't sure she 'd be able to make a connection with Kathryn Dungan .	14
consists	0	Each elevator operates using a pulley-like system that consists of a cab and counterweights connected by a cable .	8
slopes	0	Rocks and boulders sloughed off the crater walls , kicking up plumes of dust as they clattered down the near-vertical slopes .	20
matches	0	The girls were paired in the Rising Stars Buddy Baseball program in west suburban Wheaton , Illinois , which matches students with special needs with partners on the field .	19
snakebites	0	But for this paper , the researchers wanted to focus on another affliction : snakebites .	14
meters	0	When the observatory at One World Trade Center -LRB- 1 WTC -RRB- opens May 29 in lower Manhattan , visitors will be treated to a spectacular 360-degree view of New York City and the surrounding area from nearly 390 meters -LRB- 1,280 feet -RRB- above its bustling streets .	39
StarCraft	0	They are sitting on ergonomic swivel chairs in front of computer screens and tapping away at keyboards and mouses as they try to kill rival factions on the military sci-fi strategy game StarCraft .	32
seems	0	`` It seems like there is a theme of wanting to really support artists who are working hard -- not just in their craft -- but communicating about the issues of our time , '' said Spalding , an advocate of human rights issues at the U.S. detention facility at Guantanamo Bay , Cuba .	2
promotes	1	Their gnawing and nesting promotes richer soil and slows down water , improving imperiled fish habitat .	4
barred	1	Sterling is immediately barred from attending any NBA games or practices , be present at any Clippers office or facility , or participate in any business or player personnel decisions involving the team .	3
buying	0	What she did n't realize was that he was buying virtual gems -- with real money -- to build his dragon park as part of the game .	9
sunny	0	But if monotonously sunny weather continues to curse the state , the pain of water shortages will spread , albeit unevenly .	3
belt	0	Now 80 , she is a third-degree black belt in American karate who can still snap off a spinning back kick and break boards and bones with her feet .	8
tacos	0	Because if you shut off the supply of 24-ounce fountain drinks , bacon cheeseburgers , fried chicken and stuffed tacos , the children who frequently eat at fast-food restaurants will go home and do what they generally do when not eating at a fast-food restaurant : They 'll snarf cookies and chips , chug sugar-sweetened soda from a bottle , and heat up frozen pizzas .	19
reforms	1	`` Today , a younger generation deserves to come to the fore , one with new energy , willing to tackle with determination the transformations and reforms that the current situation demands , '' he said .	26
target	0	The main target was the Islamic State -LRB- ISIL -RRB- .	2
huddled	1	ST. LOUIS -- The girls huddled in the corner of the gym as the game clock ticked down to halftime , their arms linked , hands clutching the shiny bundles of silver and black .	5
fourth-grader	0	The 28-year-old single mom sat in the bustling children 's section on a recent Thursday , waiting for her fourth-grader to get on a computer and start some online math homework .	19
processes	1	Toyoda , who is credited with developing the car company 's efficient , low-defect manufacturing processes and who helped spearhead Toyota 's aggressive push into the U.S. auto market , died Tuesday .	15
pursue	1	With little to look forward to , the 18-year-old began to pursue short-term successes , getting involved in drugs and criminal activity .	11
unused	0	WAYNE , N.J. -- Pencils roll around classroom floors , forgotten in drawers and backpacks and wedged between car seats -- unused , discarded , wasted .	21
home	0	There are many similar designs for sale on the Internet , but Grayson 's products , which he currently makes himself at his home , hide some unique and potentially lifesaving items .	23
cracking	1	WASHINGTON -- The United States is cracking down on the sale and purchase of ivory in hopes of curbing a surge in illicit poaching that 's threatening to wipe out elephants and other species in Africa .	6
beleaguered	1	WASHINGTON -- The beleaguered director of the Secret Service resigned Wednesday after President Barack Obama lost confidence in her ability to lead the troubled agency amid a string of high-profile security lapses .	3
cheeseburgers	0	Because if you shut off the supply of 24-ounce fountain drinks , bacon cheeseburgers , fried chicken and stuffed tacos , the children who frequently eat at fast-food restaurants will go home and do what they generally do when not eating at a fast-food restaurant : They 'll snarf cookies and chips , chug sugar-sweetened soda from a bottle , and heat up frozen pizzas .	13
persistent	1	He defended his record -- and implicitly urged the public to elect another Democratic president to build on it -- but acknowledged the persistent anxieties of Americans who feel shut out of a changing economy or at risk from an evolving terror threat .	23
beckoning	1	Imagine for a moment that all of the nation 's fast-food establishments -- all the striped awnings and golden arches , the drive-thru windows , the beckoning dollar deals and wafting odor of french fries -- were to vanish overnight .	26
embattled	1	A sense of futility wore on Nigerians , particularly in the country 's embattled north , where for years Jonathan neglected the mounting insurgency and did little to develop the country 's poorest communities .	13
nomination	0	He won the support of all but nine of his Republican colleagues a day after 43 had voted for another candidate in a closed-door nomination vote .	24
ability	0	But it is Vawter 's ability to control the prosthetic with his thoughts that makes the latest case remarkable .	5
period	0	His guitar lessons , formerly on Wednesdays , are now sandwiched into his Friday lunch period .	15
database	0	The authors of the latest research combed through a national database of Americans ' health and nutrition behaviors and grouped 4,466 American kids -- from ages 2 to 18 -- according to what they ate when they were not eating food purchased at a fast-food restaurant .	10
desperate	1	While she wanted to help , her husband worried they may be arrested or lose their land if they gave aid to the dozens of travelers , many of them desperate and dehydrated , and some nearly crippled by enormous blisters on the bottoms of their feet .	30
succeeded	1	The European Space Agency -LRB- ESA -RRB- says it has succeeded in landing a spacecraft on a comet for the first time .	10
Super	0	Tom Brady and the players ' union are headed to a legal clash with the NFL over Deflategate after Commissioner Roger Goodell rejected Brady 's appeal Tuesday and upheld the four-game suspension of the New England Patriots quarterback and reigning Super Bowl MVP .	40
Mirror	0	The acquittals were revealed Friday by the popular British tabloid The Mirror , after its reporters looked for the 10 men in prisons across Pakistan and only found two .	11
choice	0	`` If I had a choice , I would n't have ever talked about it , '' Christie said on Tuesday , confirming a news report that detailed his surgery nearly three months ago .	5
Sterling	0	Sterling has also been fined $ 2.5 million , and Silver made no effort to hide his outrage over the comments .	0
whim	1	`` Dry farming would be a hard life because you 're at the whim of the rains , '' said Jay Lund , director of the Center for Watershed Sciences at the University of California-Davis .	13
harvested	1	A closure along the entire West Coast would be a blow to the industry , which harvested nearly $ 170 million worth of Dungeness crab in 2014 .	16
head	0	LOS ANGELES -- Amy Fine wanted to nap on Delta Flight 2370 , from New York to Palm Beach , Florida , so she laid her head on the tray table .	26
tuna	0	The International Union for Conservation of Nature Red List of Threatened Species considers 12 percent of grouper , 11 percent of tuna and billfish and 24 percent of shark and ray species to be threatened with extinction .	21
nurse	0	LOVELOCK , Nev. -- For years , school nurse Deborah Pontius came to work with nits to pick .	8
land	0	ARIVACA , Ariz. -- There was a time when Maggie Milinovitch and her husband did n't agree on whether to give food and water to the weary border crossers who traversed the couple 's desert land a few miles north of the Mexico border in southern Arizona .	35
heady	1	She breathes in the heady smell of Somali spices , halal meat and the bread she has loved since growing up in a nearby public housing project .	4
envelops	1	CHICAGO -- The NFL 's concussion lawsuit was settled Thursday , but to get an idea of the confusion that still envelops the subject of football safety , consider the Guardian .	21
mound	0	In Paxton , Illinois , park officials even removed a steep sledding mound .	12
stalagmites	1	Experts even recreated stalactites and stalagmites from the original site , as well as the cool temperatures and thick smell of humidity .	5
deliberations	1	Recent settlement deliberations between the league and the NFL Players Association failed to produce a compromise , and several people connected to the process said the NFLPA now plans to move swiftly to attempt to have Brady 's suspension overturned in court .	2
stuck	0	But unlike the other whales , the 25-foot-long young adult stuck near the surface -- and it did n't dive down to feast on the blooms of krill that attract humpbacks to the bay .	10
tapping	0	They are sitting on ergonomic swivel chairs in front of computer screens and tapping away at keyboards and mouses as they try to kill rival factions on the military sci-fi strategy game StarCraft .	13
cross	0	They 're arguing that as sea ice continues to melt in the Arctic , passageways are opening for certain animals - heretofore restricted by the ice - to start moving through , enabling them to cross into new territories .	35
larger	0	But now , thanks in part to Nyong ` o , it 's the TWA , or teenie weenie Afro , that 's getting a second look and expanding notions of beauty into territory where it really has n't taken root before -- the larger culture .	44
losses	0	Environmental and fishery groups say agriculture is manipulating the drought crisis to extract delta water , exposing even non-threatened fish and the fishing industry to catastrophic losses .	26
sharpened	1	The acuity of mental illness among students has sharpened , they say , and it 's striking ever younger children , though many quietly bear the stress for years before snapping .	8
saying	0	Instead , he spoke of a `` new model of major country cooperation , '' saying U.S.-China relations must hinge on trust and a positive notion of each other 's motives .	15
emotional	1	She had collapsed , suffering a disabling emotional breakdown .	7
20-stamp	0	The cash-strapped U.S. Postal Service released its Harry Potter stamps last November in 20-stamp booklets , and found another hit .	13
traceability	1	Scientists worldwide are working to create databases of foodborne microbial strains , sequence the most common pathogens and tag foods for immediate traceability .	22
collective	1	A sold-out crowd from around the nation is screaming for the elite e-athletes and thumping inflated cheer sticks in a collective thunder .	20
obstructed	1	`` The evidence fully supports my findings that -LRB- 1 -RRB- Mr. Brady participated in a scheme to tamper with the game balls after they had been approved by the game officials for use in the AFC Championship Game and -LRB- 2 -RRB- Mr. Brady willfully obstructed the investigation by , among other things , affirmatively arranging for destruction of his cellphone knowing that it contained potentially relevant information that had been requested by the investigators , '' Goodell wrote in his ruling .	46
exemption	1	The panel also found problematic a uniform exemption for students who wore the attire of national youth organizations like the Boy Scouts or Girl Scouts on meeting days .	7
strongest	0	The U.S. toy industry is expected to have its strongest year in at least a decade after several years of kids choosing videogames and mobile apps over Barbie and stuffed bears .	9
lakes	0	The organism responsible , Naegleria fowleri , dwells in warm freshwater lakes and rivers and usually targets children and young adults .	11
helping	0	Parents , perhaps mindful of their daughters ' futures , are helping to make STEM dolls a `` burgeoning category , '' said Jackie Breyer , editor-in-chief for gift guide Toy Insider .	11
Inspired	0	Inspired by their courage , demonstrators across the South adopted their `` jail not bail '' tactic and filled jail cells .	0
forces	0	`` The Afghan Interior Ministry orders all police forces to confiscate toy guns , which can lead to physical and psychological damage to people , '' the order read .	8
microbe	1	Despite rising concerns about food safety and authenticity , contamination rates by salmonella , campylobacter , Escherichia coli and other common pathogens have not fallen or are actually on the increase , depending on the microbe , according to a 2013 report from the U.S. Centers for Disease Control and Prevention -LRB- CDC -RRB- .	35
faculties	0	But others perceive the courses as a dangerous fad that will shrink faculties , turn existing professors into glorified teaching assistants and replace meaningful classroom discussion with message boards and student-led forums .	12
backed	0	After firing 87 volleys of tear gas at protesters at nine locations on Sunday evening , police backed away from engaging as directly with the demonstrators during the daytime on Monday .	17
cartons	0	Here and there , some whole servings of apple slices got dumped , but otherwise empty trays and empty milk cartons filled the bins .	20
emergency-response	1	Emergency-response robots have long suffered from having a range of mobility and dexterity comparable to a 1-year-old child and a level of autonomy generally limited to completing a single task at a time .	0
examining	1	Holder also said his office is examining all available evidence before deciding whether to pursue charges against neighborhood watchman Zimmerman in the shooting death of the black teen -- though he gave no indication of the timetable involved .	6
begin	0	CHICAGO -- Chicago Mayor Rahm Emanuel took the oath of office to begin his second term Monday and took the unusual step of focusing his inaugural address on a single issue : The lack of opportunity facing the city 's disadvantaged youths .	12
94-million-year-old	0	The 3-inch chunk turned out to be part of a Nodosaurus , a 94-million-year-old dinosaur that looked like a `` fat , squatty cow with armor , '' said Michael Polcyn , an SMU paleontologist .	13
consumption	0	Participants were designated `` Western diet '' consumers if their consumption from non-fast-food sources was relatively high in saturated fats and added sugars .	10
encompassing	1	`` The entire gang involved in the murder attempt ... has been busted , '' Bajwa said , adding that the `` terrorists '' were part of Tehrik-e-Taliban , an umbrella group encompassing militant organizations across the tribal areas .	32
hard	0	`` It 's hard out here , '' he says of Cutler-Orosi , adding that many people work as farm laborers and there are lots of gangs .	3
hassles	1	The space squeeze -- as airlines pack more people and profit into planes -- is only the latest frustration for travelers , already weary of security hassles and charges for checked baggage , food , in-flight entertainment and other once-free services .	26
bearings	1	The Nizards complain that Sacha has lost his bearings , and that their leisurely Tuesday evenings , when the family could go out to dinner or Sacha could watch TV without worrying about class the next morning , have been sabotaged .	8
tablets	0	At Pawn America 's 29 Midwest locations , most cellphones , laptops and tablets are sold , not pawned , and the numbers keep growing .	13
speech	0	The awkward kickoff for a series of official meetings in Beijing followed Biden 's speech earlier Wednesday urging young Chinese citizens to challenge orthodoxy and the status quo .	14
foodies	0	In its most basic terms , the ballot measures pit coalitions of foodies , organic farmers and nutrition activists against many of the nation 's leading manufacturers including the biotechnology company Monsanto , Kraft Foods and Coca-Cola .	12
populous	1	KADUNA , Nigeria -- In a historic moment for Africa 's most populous country , former dictator Muhammadu Buhari won Nigeria 's presidency , the first time in 16 years of democracy that an opposition candidate has defeated a sitting president .	12
wafting	1	Imagine for a moment that all of the nation 's fast-food establishments -- all the striped awnings and golden arches , the drive-thru windows , the beckoning dollar deals and wafting odor of french fries -- were to vanish overnight .	30
getting	0	It might mean not asking too many questions about how a million dollars is getting here , or prodding people accustomed to financial privacy to open their books to a mortgage banker .	14
thrills	0	The reality thrills him -- and keeps him awake at night .	2
late	0	A number of businesses opened late or closed early , but in many parts of the city , commerce continued as usual .	5
resource-rich	1	CASPER , Wyo. -- These are boom times in the resource-rich Cowboy State , courtesy of an oil explosion whose ripples can be felt across the land .	10
Take	0	`` Take -LRB- it -RRB- serious our friends r killed like Cockroaches . ''	1
shallow	0	After beavers move to a new area , at night , they drag a tree across a shallow stream to start a dam .	17
contrast	1	The vice president drew an implicit contrast between the authoritarian rule of China 's government and the liberal , permissive intellectual culture he described in the United States .	6
stew	0	Shouting men scrambled Sunday to reach pots of rice , meat and chicken stew in this dusty , hot encampment some 60 miles -LRB- 100 kilometers -RRB- from the northern city of Irbil , the capital of Iraq 's self-ruled Kurdish region .	13
swelled	1	CAIRO -- Hundreds of thousands of protesters swelled through villages and cities Sunday , denouncing Egypt 's Islamist president and raising fears of a new revolution that could divide the nation , threaten its young democracy and unhinge its already-troubled economy .	7
low-water	0	The Cannery project will feature drought-tolerant landscaping along its bike paths , and most of the front yards will be landscaped with low-water plants in place of grass .	22
exception	0	Under the new policy , those two hours include using the Internet for entertainment , including Facebook , Twitter , TV and movies ; online homework is an exception .	28
hoverboard	1	Timothy Cade had only owned his hoverboard for three days when it exploded beneath him .	6
broken	0	The I am Elemental line of female action figures features a character named Industry who can `` repair anything that is broken . ''	21
campaigns	1	The states could become the first to pass such a referendum ; Washington state and California rejected similar measures after expensive campaigns in 2013 and 2012 , respectively .	21
professor	0	Reporters had covered King 's 55-minute speech at a high school gymnasium in Rocky Mount on Nov. 27 , 1962 , but a recording was n't known to exist until English professor Jason Miller found an aging reel-to-reel tape in a town library .	31
walked	0	What they found that Sunday in 1994 still fills Chauvet 's voice with wonder : an immense cave covered with prehistoric paintings of horses , mammoths and rhinos -- paintings so vivid , he says , it felt like the Stone Age artists had just moments ago put down their ochre and walked away .	52
influential	1	She has authored a best-selling memoir , was featured this year on the cover of Time magazine 's `` 100 Most Influential People , '' and has starred in a viral Under Armour ad , twirling amid the reading of a rejection letter declaring she has `` the wrong body for ballet . ''	21
revolutionize	1	On this sun-blasted tract of sand 14 miles south of Baker , Calif. , molecular biologist and -LSB- entrepreneur -RSB- -LRB- https://www.newsela.com/?tag=entrepreneur -RRB- J. Craig Venter is field-testing a technology that he says will revolutionize the search for extraterrestrial life .	34
atoms	1	The new elements are known as super-heavy elements because the nuclei of their atoms are so enormous .	13
area	0	After beavers move to a new area , at night , they drag a tree across a shallow stream to start a dam .	6
beaming	1	MOSCOW -- The day after the 2014 Sochi Olympics ended with Russia atop the medals table , a beaming President Vladimir Putin presented his athletes with state awards for `` defending the honor '' of their country by showing that its `` great and glorious '' sports traditions were still strong .	18
composed	1	Near its edges pack ice is composed of pieces loosely drifting on the water .	6
restriction	1	Tuesday 's landmark ruling extended the restriction to federal courts in California and courts in eight other Western states , lawyers said .	6
shoulders	0	KABUL , Afghanistan -- The weapons of Afghanistan 's long decades of war can be seen almost everywhere , from the burned-out hulks of Soviet tanks to the Kalashnikov assault rifles slung over policemen 's shoulders and helicopter gunships roaring overhead .	35
locks	1	For more than a decade , increasing numbers of black women have been wearing their natural hair in Afros , braids , locks and twists .	22
democracy	0	`` The highest rank in a democracy is citizen , not Senate president , so soon along with many of you , I will hold that rank and there 's nothing citizens ca n't accomplish when they put their minds to accomplishing it , '' Morse told disconsolate supporters at a party that turned into a political wake .	6
doll	0	How about a Lottie astronomer doll complete with a telescope , tripod and fact sheet about notable women stargazers , or a fossil hunter armed with a magnifying glass , geology hammer and ammonite fossils ?	5
transponders	1	But after a trial run in New Zealand earlier this year , DeVaul and other engineers on the project say they believe a global network of low-cost , high-altitude balloons could carry enough wireless transponders to beam Internet connections to remote parts of Africa , Asia and other developing regions .	34
expected	1	The actual change is expected to come in 2055 , when Asians will become the largest immigrant group at 36 percent , compared with Hispanics at 34 percent .	4
grouped	0	The authors of the latest research combed through a national database of Americans ' health and nutrition behaviors and grouped 4,466 American kids -- from ages 2 to 18 -- according to what they ate when they were not eating food purchased at a fast-food restaurant .	19
films	0	The software , called Hyperion , simulates the physics of light , which can make animated films more lifelike or give them an otherworldly look .	16
meeting	0	Emerging from a private meeting with President Xi Jinping that went considerably longer than scheduled , Biden appeared somber and subdued .	4
mainland	1	It means being able to read the different tastes of buyers from Hong Kong versus those from mainland China , and to explain the nuances of Irvine versus Tustin to people who have never set foot in the United States .	17
continue	0	An Associated Press analysis of households in the 10 biggest economies shows that families continue to spend cautiously and have pulled hundreds of billions of dollars out of stocks , cut borrowing for the first time in decades and poured money into savings and bonds that offer puny interest payments , often too low to keep up with inflation .	14
doubled	0	The number of residents displaced within Ukraine doubled during three weeks in August to 260,000 since Jan. 1 , the U.N. agency said .	7
plows	0	ST. LOUIS -- High school agriculture programs sprouting across the nation 's Corn Belt are teaching teenagers , many of them in urban environments , that careers in the field often have nothing to do with cows and plows .	38
rookie	1	Evans was thinking about how good she wanted to feel when she got back on it , how the success she tasted in her rookie season as a bobsled pusher still sent chills of excitement through her mind .	24
Move	0	WASHINGTON -- Next up for `` Let 's Move ? ''	8
pants	0	Women are bound by strict rules when it comes to their attire , so they can not be seen by men while jogging in sweat pants , much less wearing fitted or revealing shorts .	25
Joining	0	Joining hands with Obama at one point , Sharif said , `` We shall see about making a difference and we shall not rest until every girl is learning and in school .	0
nonprofits	0	In Los Angeles , nonprofits and social service agencies report that the need for diapers is `` practically infinite '' and that diapers `` fly '' out of warehouses as soon as they 're delivered .	4
enough	0	Too often , the FTC said , parents were caught unaware that in-app purchases were being made and Apple did n't do enough to make it clear children were buying gems , coins , or treats for their virtual pets .	22
associated	1	Their study , published May 28 in Scientific Reports , suggests the cerebellum , the brain region typically associated with movement , is involved in creativity .	18
rallies	1	The chants echoed against distant cheers of support from Islamists who held rival rallies in what has become a dangerously polarized nation .	13
padded	1	It 's a padded fabric shell that is strapped around the outside of a helmet with the aim of reducing the impact of collisions .	3
Forces	0	WASHINGTON -- Army Capt. Brian Dowling was leading his Special Forces team through a steep mountain pass in eastern Afghanistan when insurgents ambushed his patrol , leaving two of his soldiers pinned down with life-threatening wounds .	10
Many	0	ANCHORAGE , Alaska -- Many middle school students in south-central Alaska spent spring break playing video games , skiing in what little snow has fallen or just enjoying a lazy week away from school .	4
therefore	0	It also says the industry `` is not as resilient to cyber intrusions compared with the financial and retail sectors , therefore the possibility of increased cyber intrusions is likely . ''	21
tallying	1	And he took a sophomore-level course by MIT professor Anant Agarwal called `` Circuits and Electronics , '' tallying 91 percent .	18
records	0	There are no records of a human ever being killed by a wolf in the wild in Michigan .	3
Due	0	Due to the demonstrations , government officials said they would cancel a major annual fireworks celebration scheduled for Wednesday -- China 's equivalent of the Fourth of July .	0
imposed	0	This was imposed upon us , '' said Isabelle Nizard , 41 , a dark-haired woman full of indignation and expressive gestures .	2
fellow	0	Borders now lives in Portland , Ore. , with his wife , fellow Henry Clay High School graduate Elizabeth Sumney Borders .	12
bow-shaped	1	The bow-shaped board , which does n't really `` hover '' but is instead more akin to a cross between a skateboard and a Segway , flamed and popped angrily .	1
pitted	1	Neither Biden nor Xi made public mention of the clash over disputed territory that has pitted China against the United States and its Asian allies .	15
eats	0	So Yan , a widow since her husband 's death nearly a decade ago , spends every weekday at a modest community center near her home , where she plays mahjong and eats meals prepared by a volunteer staff .	32
rushed	0	&lt;img class="pull-right" src="https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/20140630_ISLAMICSTATE.jpg" /&gt; KALAK , Iraq -- Waving pots and pans , police pushed back dozens of hungry Iraqi refugees as they rushed to seize free food , ending their first daylong fast of the holy Muslim month of Ramadan in an encampment for the displaced .	20
fear	0	Miscommunication , confusion and fear have long been the common threads as the problem grew to what some officials consider crisis-level proportions .	4
indications	1	All indications are that he will do just that .	1
fourth-round	0	The Patriots also were fined $ 1 million -- equaling the largest in league history -- and stripped of their first-round draft pick next year and a fourth-round selection in 2017 .	27
fund	0	From the Dominican Republic in the north , to Barbados in the east , and Mexico 's Caribbean resorts to the west , officials are authorizing emergency money to fund cleanup efforts and clear stinking mounds of seaweed that in some cases have piled up nearly 10 feet high on beaches , choked scenic coves and cut off moored boats .	29
casino	0	That issue will dominate much of Emanuel 's time in the coming weeks , as he works to persuade state lawmakers in Springfield to grant the city pension relief and a Chicago-owned casino to help stabilize the city 's finances .	32
accusations	1	That 's why accusations of cheating -- widespread , state-sponsored doping -- drew such a harsh reaction Tuesday in Moscow .	3
point	0	Most of us have experienced writer 's block at some point , sitting down to write , paint or compose only to find we ca n't get the creative juices flowing .	10
Mostly	0	Mostly , it 's about river water allowed to reach the Pacific Ocean through the Sacramento-San Joaquin River Delta -- a perennial California argument filled with suspicion , lawsuits and politics .	0
vicinity	0	`` They want to decrease the physical presence and reminder of poverty and create an illusion that poverty does not exist by removing poor people from the vicinity of the Super Bowl party . ''	27
confusion	0	Miscommunication , confusion and fear have long been the common threads as the problem grew to what some officials consider crisis-level proportions .	2
eons	1	Eons ago , while flinging leftover debris from planetary formation out of our solar system , Jupiter probably also tossed some down toward our primordial globe , delivering some of the water that now fills our oceans .	0
judge	0	The judge ordered him to undergo a mental evaluation .	1
redskins	0	Halbritter says the dictionary defines the word ` redskins ' precisely that way .	8
far-flung	0	Lost in the debate about online learning , however , is its impact in far-flung regions of the globe , places like the electrical engineering department at the University of El Salvador and the modest walk-up apartment of the Palacios family , above the medical clinic of Dr. Roberto Palacios Navarro , Roosemberth 's father .	14
distant	0	The chants echoed against distant cheers of support from Islamists who held rival rallies in what has become a dangerously polarized nation .	4
