WORD	LABEL	ANNOTATORS	SENTENCE	SENTENCE_INDEX
mayor	0	0	The mayor 's decision to home in on one of Chicago 's most intractable problems meant he made only passing reference to another : crumbling finances that have left the city 's credit rated as `` junk '' and its pension funds woefully unfunded .	1
paperback	0	0	`` An old , thin paperback , '' she said Thursday .	5
strapped	1	5	It 's a padded fabric shell that is strapped around the outside of a helmet with the aim of reducing the impact of collisions .	8
shoots	0	0	A new study on snakebite rates in Costa Rica has found that the bite rate shoots up during El Nino -- at both the hot and cold parts of the cycle -- and that the problem disproportionately affects poor , rural populations .	15
disproportionate	1	8	Iraqi officials , however , say a disproportionate number of those leaving are not among the displaced , but educated young men who can afford the journey .	7
bike	0	0	The Cannery project will feature drought-tolerant landscaping along its bike paths , and most of the front yards will be landscaped with low-water plants in place of grass .	9
droughts	1	5	A few home builders are starting to plan development in a way that they say makes more sense for the region 's Mediterranean climate and regular droughts .	26
guitar	0	0	His guitar lessons , formerly on Wednesdays , are now sandwiched into his Friday lunch period .	1
live	0	0	These are the sort of hard decisions that hundreds of residents who live in the harsh , mesquite-speckled borderlands have had to make on a regular basis .	12
allowed	0	0	Local tribunals called gacaca courts have allowed many offenders to be released from prison in return for confessions and expressions of remorse .	6
volcano	0	0	Ray Yurkewycz perched on the rim of the Northwest 's most restless volcano and marveled at the primordial forces at work .	12
chapter	1	3	`` But kids love chocolate , and they pay attention when I tell them how that tub of chocolate helped me get through that dark chapter in human history . ''	25
tapering	1	7	`` The volunteers keep us company , '' she said with a smile , her voice tapering off .	16
officers	0	0	The noise of gunfire is almost unmistakable to most Afghans , and unlike in the U.S. , there have been no prominent cases of police officers here killing children brandishing toy Kalashnikovs or plastic pistols .	25
sources	0	0	The monitoring site , more than 5,000 feet above sea level on a pine-studded overlook above the lowest layer of the atmosphere , gives Faloona access to undisturbed air from across the Pacific before it is fouled by U.S. pollution sources .	40
unstable	1	5	Super-heavy elements are also highly unstable , existing for just a fraction of a second before they begin to decay .	5
arrives	0	0	From an astronomical observatory on Chews Ridge in the Santa Lucia Mountains , the University of California , Davis atmospheric scientist has for the last three years measured ozone , the lung-damaging gas in smog , as it arrives to California .	38
reaches	0	0	The high seas -- the vast roiling ocean that reaches beyond a coastal state 's 320-kilometer exclusive economic zone , or EEZ -- is Earth 's largest biosphere .	9
hand	0	0	The ball was a mere 5 feet from the hole , but when Chey Castro raised his putter for what should have been a clean shot , his hand spasmed and he missed the putt that would have won him $ 180 at the tournament .	28
ruling	0	0	Tuesday 's landmark ruling extended the restriction to federal courts in California and courts in eight other Western states , lawyers said .	3
laboratory	1	5	Philae , a mobile laboratory the size of a washing machine , landed on comet 67P deep in space .	4
model	0	0	Instead , he spoke of a `` new model of major country cooperation , '' saying U.S.-China relations must hinge on trust and a positive notion of each other 's motives .	8
savings	0	0	One school science fair victory , a few national accolades , $ 35,000 of his parents ' savings and a visit to the White House later , Shubham today is the founder of Palo Alto startup Braigo Labs , which aims to become the first purveyor of low-cost , compact Braille printers .	17
cleverly	1	5	Cleverly crafted by a Missouri transplant who journeyed west with visions of making his fortune in the gold fields of California , the story gave Clemens the strike he was looking for , but in a guise he 'd never imagined .	0
play	0	0	It should be no surprise then that young children play `` police and Taliban , '' chasing each other around with toy guns and weaponry designed to mimic the real thing .	9
science	0	0	The curriculums , taking hold as school budgets tighten and the numbers of farms in the United States decline , are rich in science and touted as stepping stones for college-bound students considering careers in everything from urban forestry to renewable natural resources and genetic engineering of crops , perhaps for giant agribusiness companies such as Monsanto , Dow , DuPont and Pioneer .	23
wanting	0	0	`` It seems like there is a theme of wanting to really support artists who are working hard -- not just in their craft -- but communicating about the issues of our time , '' said Spalding , an advocate of human rights issues at the U.S. detention facility at Guantanamo Bay , Cuba .	9
healthier	1	4	Michelle Obama said Friday that a new focus of her anti-childhood obesity effort will be to help people cook more of their meals at home because they 're healthier .	28
jogging	0	0	Women are bound by strict rules when it comes to their attire , so they can not be seen by men while jogging in sweat pants , much less wearing fitted or revealing shorts .	22
delivering	0	0	Eons ago , while flinging leftover debris from planetary formation out of our solar system , Jupiter probably also tossed some down toward our primordial globe , delivering some of the water that now fills our oceans .	27
scenario	1	5	As an added challenge , DARPA will deliberately degrade communication links between robots and operators for each team as it competes in order to create a scenario closer to the one responders experienced in Fukushima .	26
smartphones	1	4	As electronic devices proliferate , retailers are seeing record numbers of used laptops , smartphones and tablets being sold for quick cash or credit .	14
sampling	0	0	That 's a sampling of the four dozen comments and protests on the website of the State Water Resources Control Board about emergency water management after the driest winter in decades .	3
gastric	1	5	The governor , who throughout his career has joked about his weight on television , in social media and before countless audiences , said it was his plan all along never to acknowledge publicly that he had undergone gastric band surgery , more commonly known as lap band surgery .	38
first-round	0	0	The Patriots also were fined $ 1 million -- equaling the largest in league history -- and stripped of their first-round draft pick next year and a fourth-round selection in 2017 .	20
frog	0	0	They also help the endangered California red-legged frog .	7
sense	0	0	That universal truth is something that children seem to understand almost intuitively at a young age , but the path through which they develop a sense of what 's fair and what is n't -- and how they act on injustices -- is something that has been a puzzle for social scientists .	25
neutrons	1	4	Element 118 , for example , is the heaviest element to date , with 118 protons alongside 176 neutrons .	18
low	0	0	An Associated Press analysis of households in the 10 biggest economies shows that families continue to spend cautiously and have pulled hundreds of billions of dollars out of stocks , cut borrowing for the first time in decades and poured money into savings and bonds that offer puny interest payments , often too low to keep up with inflation .	53
fine	0	0	The fine will be donated to organizations dedicated to anti-discrimination and tolerance efforts that will be jointly selected by the NBA and the Players Association , Silver said .	1
shut	0	0	Because if you shut off the supply of 24-ounce fountain drinks , bacon cheeseburgers , fried chicken and stuffed tacos , the children who frequently eat at fast-food restaurants will go home and do what they generally do when not eating at a fast-food restaurant : They 'll snarf cookies and chips , chug sugar-sweetened soda from a bottle , and heat up frozen pizzas .	3
networks	1	4	As more and more medical devices and hospital equipment become connected to the Internet or networks , they may become lucrative targets for criminals or hackers trying either to harm the users or make points about their own technological skills .	15
warming	0	0	Climate change is n't just about warming temperatures and rising sea levels .	6
mechanisms	1	6	If so , the discovery could change our understanding of the neurological mechanisms behind some thought processes .	12
lawsuits	0	0	Mostly , it 's about river water allowed to reach the Pacific Ocean through the Sacramento-San Joaquin River Delta -- a perennial California argument filled with suspicion , lawsuits and politics .	28
Rat	0	0	And even jaded New Yorkers were both disgusted and a little impressed by `` Pizza Rat , '' the plucky rodent in a recent viral YouTube clip seen dragging a large cheese slice down a subway stairwell .	15
retreat	1	9	Losers retreat to wooden benches , ceding to the next challenger .	1
muddy	0	0	The humidity , heat and muddy soil made digging difficult .	5
emptier	1	3	The ocean , which in years past had been full with food , was different , emptier , than before .	16
suits	0	0	In the balconies , `` gamescasters '' in dark suits and bright ties are breathlessly narrating and analyzing the plays to tens of thousands of fans who are watching via a live video stream .	9
van	0	0	The downpour forced him to cancel a meeting at his favorite coffee shop because his van had broken down the day before .	15
hurt	0	0	Eleven of the injured were believed to be critically injured and another six seriously hurt , according to the Fire Department .	14
little	0	0	ANCHORAGE , Alaska -- Many middle school students in south-central Alaska spent spring break playing video games , skiing in what little snow has fallen or just enjoying a lazy week away from school .	21
commissioner	1	4	`` As we have indicated earlier , another lawsuit of this type is not unexpected , '' NHL Deputy Commissioner Bill Daly said in an email to The Associated Press .	19
bottles	0	0	They 're prying open beer bottles and blasting rock music from an RV .	5
nowhere	0	0	Tennis balls are nowhere in sight .	3
turf	1	3	The capital 's turf tradition is deeply rooted and is even enshrined in the bylaws of various homeowners associations .	3
beaches	0	0	KINGSTON , Jamaica -- The picture-perfect beaches and turquoise waters that people expect on their visits to the Caribbean are increasingly being fouled by mats of decaying seaweed that attract biting sand fleas and smell like rotten eggs .	6
setting	0	0	Thousands of activists took to the streets in neighborhoods on both sides of Victoria Harbor , sitting down in intersections and setting up barricades .	21
screams	0	0	Some of the roughly 150 passengers on the early morning Metro-North train from Poughkeepsie to Manhattan were jolted from sleep around 7:20 a.m. to screams and the frightening sensation of their compartment rolling over on a bend in the Bronx where the Hudson and Harlem rivers meet .	24
permission	1	3	Leave the state without asking permission .	5
Soon	0	0	Soon enough , Rihanna and rapper King Los reposted a few of his snaps .	0
authorized	1	8	Saeed Naeem , the public prosecutor for Malala 's native Swat region , said he had n't corrected the misreporting because `` it is not our duty to issue rebuttals to the press , nor are we authorized to do so . ''	37
snowless	1	3	After a mostly snowless winter , the Overland Park , Kansas , man enjoyed finally getting to sled with his children on the Presidents Day holiday .	3
shoppers	0	0	The dolls are part of a movement catering to shoppers ' interest in STEM -- encouraging children , particularly girls , to study fields related to science , technology , engineering and math .	9
membership	0	0	Along with school programs , membership in Future Farmers of America is up to about 580,000 -- nearly double its ranks of the mid-1980s .	5
attacks	0	0	He and other scientists at rural , high-altitude sites across the western U.S. have been documenting rising levels of ozone , which can trigger asthma attacks , worsen heart and lung disease and lead to premature deaths , even as emissions have plummeted nationwide over the last few decades .	25
envelops	1	6	CHICAGO -- The NFL 's concussion lawsuit was settled Thursday , but to get an idea of the confusion that still envelops the subject of football safety , consider the Guardian .	21
authorizing	1	4	From the Dominican Republic in the north , to Barbados in the east , and Mexico 's Caribbean resorts to the west , officials are authorizing emergency money to fund cleanup efforts and clear stinking mounds of seaweed that in some cases have piled up nearly 10 feet high on beaches , choked scenic coves and cut off moored boats .	25
gone	0	0	Every high school senior in Tech Connect has gone on to attend college -- a great feat , especially considering that 62 percent of adults in Cutler-Orosi do n't have a high school diploma , compared to 32 percent throughout Tulare County , according to a 2013 survey .	8
possible	0	0	But the more important number may be the 39,000 hours Disney Animation spent developing the computer program that made the movie possible .	21
surfaced	1	3	Slager was charged with murder by state law enforcement agents and fired from the police force immediately after the video surfaced .	20
parts	0	0	-LRB- Scientific American and Scientific Reports are both parts of Nature Publishing Group . -RRB-	8
belting	1	8	WASHINGTON -- Whether belting out lyrics to Al Green 's `` Let 's Stay Together , '' leading a mournful congregation through `` Amazing Grace , '' or tweeting his Spotify music playlist that includes Stevie Wonder and Nina Simone , President Barack Obama has shown that he 's a pretty soulful guy .	3
tallying	1	5	And he took a sophomore-level course by MIT professor Anant Agarwal called `` Circuits and Electronics , '' tallying 91 percent .	18
uncertain	0	0	`` In no uncertain terms , it 's been the worst winter on the lakes in 35 years .	3
balloons	0	0	Its launch Friday was part an offbeat experiment by Google in using lighter-than-air balloons , a concept pioneered in the 18th century , to solve the 21st-century problem of delivering Internet service to underserved parts of the world .	13
Crew	0	0	The firefighters belonged to the Granite Mountain Interagency Hotshot Crew , an elite unit sponsored by a fire department in nearby Prescott , where residents were grieving through social media after word of the deaths arrived Sunday night .	9
hypothetical	1	9	What has long been a hypothetical question may soon become a real one : What would the national economy look like with a $ 15-an-hour minimum wage ?	5
restaurant	0	0	Because if you shut off the supply of 24-ounce fountain drinks , bacon cheeseburgers , fried chicken and stuffed tacos , the children who frequently eat at fast-food restaurants will go home and do what they generally do when not eating at a fast-food restaurant : They 'll snarf cookies and chips , chug sugar-sweetened soda from a bottle , and heat up frozen pizzas .	44
supervision	1	6	## Liberation Day For the first time in 22 years -- since Briscoe was 14 years old -- the former Vice Lord gang member and five-time felon was free of any kind of state supervision .	34
Latino	0	0	That the campaign hired her speaks to the growing influence of the immigrant youth movement she helped lead , as well as the distinct demographics of Latino voters .	26
punishing	1	4	LOS GATOS , Calif. -- Three punishing years of drought have parched California streams , rivers and wetlands .	6
network	0	0	But after a trial run in New Zealand earlier this year , DeVaul and other engineers on the project say they believe a global network of low-cost , high-altitude balloons could carry enough wireless transponders to beam Internet connections to remote parts of Africa , Asia and other developing regions .	24
Trombone	0	0	The latest installment of the PBS series `` In Performance at the White House '' celebrated the history of American music with performances by Queen Latifah , Smokey Robinson , Usher , Trombone Shorty and Esperanza Spalding , among others .	32
quest	1	6	The river is the site of the final battle in the long-running quest to eradicate the beaver-like rodents -LRB- `` nutria '' means `` otter '' in Spanish -RRB- that have destroyed thousands of acres of the state 's wetlands over the past 40 years .	12
prayed	0	0	He prayed that he 'd live to see 21 .	1
many	0	0	Virginia was one of many states that moved to offer more personal-finance courses on the heels of the Great Recession , hoping to instill practical money-management skills to help the next generation avoid the pitfalls that many of their parents experienced .	4
deliberate	1	8	The remains of people who lived even earlier had been found , but archaeologists assumed they were preserved naturally from burial in the hot and dry desert sand and not through any deliberate mummification by their survivors .	32
battled	0	0	With a new army of workers , the latest in steam-powered machinery and an intense focus on keeping workers healthy , the Americans battled through the muddy ground , digging deep and constructing gigantic concrete locks to raise and lower ships as they went through the canal .	23
followed	0	0	The awkward kickoff for a series of official meetings in Beijing followed Biden 's speech earlier Wednesday urging young Chinese citizens to challenge orthodoxy and the status quo .	11
24-ounce	0	0	Because if you shut off the supply of 24-ounce fountain drinks , bacon cheeseburgers , fried chicken and stuffed tacos , the children who frequently eat at fast-food restaurants will go home and do what they generally do when not eating at a fast-food restaurant : They 'll snarf cookies and chips , chug sugar-sweetened soda from a bottle , and heat up frozen pizzas .	8
levying	1	7	As many cities and states promote walkable neighborhoods , in part to attract more young people , some also are levying fines on distracted walkers and lowering speed limits to make streets gentler for the inattentive .	20
fourth-graders	0	0	BERKELEY , Calif. -- To save their classmate who was deported to Mexico , the fourth-graders devised an epic plan .	15
far-flung	0	0	Lost in the debate about online learning , however , is its impact in far-flung regions of the globe , places like the electrical engineering department at the University of El Salvador and the modest walk-up apartment of the Palacios family , above the medical clinic of Dr. Roberto Palacios Navarro , Roosemberth 's father .	14
transmitted	1	8	In an address transmitted on Brazilian television and radio Friday night , Rousseff asked for understanding about `` the political and economic limitations '' the country is facing and beseeched Brazilians not `` to put at risk all that we 've achieved .	3
job	0	0	It took Francisco `` Frank '' Miranda , a veteran of the war in Afghanistan , about three years to find a job in the civilian world that was a good fit .	22
expensive	0	0	The states could become the first to pass such a referendum ; Washington state and California rejected similar measures after expensive campaigns in 2013 and 2012 , respectively .	20
jurors	0	0	The jurors were told to consider two sets of factors when considering the sentence .	1
implications	0	0	The illicit industry also has significant national security implications .	8
partisan	1	8	The problems Ryan identified had less to do with partisan gridlock between Republicans and Democrats and more to do with divisions within his own party stoked by difference over tactics and ideology .	9
wisecracks	1	6	Three weeks after receiving a kidney transplant from his brother , a former Ravens ' player , Chris Kemoeatu has heard all of the wisecracks .	24
teeth	0	0	With their industrial-strength buck teeth and flat tails , beavers and their dams offer a defense against drought .	4
case	0	0	The case is just one example in a recent spate of animals turning up in places they do n't belong - generally , either Pacific species showing up in the Atlantic , or vice versa .	1
pretty	0	0	`` Everybody is counting on crab to make it , so this is pretty disappointing , '' said Larry Collins , president of the San Francisco Crab Boat Owners Association .	13
remaining	0	0	About 35,000 -- or nearly 10 percent of the remaining population -- are being slaughtered each year .	9
leisurely	1	9	The Nizards complain that Sacha has lost his bearings , and that their leisurely Tuesday evenings , when the family could go out to dinner or Sacha could watch TV without worrying about class the next morning , have been sabotaged .	13
groundwork	1	4	`` Clearly Eiji was the person that laid the groundwork for what Toyota is today , '' said David Cole , former chairman of the nonprofit Center for Automotive Research .	9
disaster	0	0	The 2015 seaweed invasion appears to be a bumper crop , with a number of shorelines so severely hit that some tourists have canceled summer trips and lawmakers on Tobago have termed it a `` natural disaster . ''	36
flicker	1	7	LOS ANGELES -- The amber lights flicker on above the tennis courts at DeForest Park in Long Beach .	6
sphere	1	4	Saudi Arabia is the only country in the world where women are barred from driving , but debate about the ban , once confined to the private sphere and social media , is increasingly spreading to public forums too .	27
publisher	1	3	`` It 's a major step for them , '' said Dan Sarto , co-founder and publisher of Animation World Network .	16
vegetables	0	0	Many are small farmers and vintners who either lack irrigated water or believe that dry farming produces better-tasting fruits and vegetables .	20
forward	0	0	He also can not participate in any league business going forward .	10
cave	0	0	PRIVAS , France -- Jean-Marie Chauvet noticed air whistling out from a crack on a plateau in southern France , so he and fellow cave enthusiasts went to investigate .	24
Apple	0	0	Apple told her the charges were valid purchases from the game DragonVale .	0
south-central	0	0	ANCHORAGE , Alaska -- Many middle school students in south-central Alaska spent spring break playing video games , skiing in what little snow has fallen or just enjoying a lazy week away from school .	9
magazine	0	0	`` I just cried , '' Allen recalls of the moment when he saw his image framed in red on the front of the magazine .	24
pens	0	0	At a local elementary school this month , Kyle moved boxes crammed with pens , pencils , crayons , markers and mechanical pencils with his mom 's help .	13
speaking	0	0	One female activist , speaking on condition of anonymity , said the publication of the video clips and photographs was the first part of a two-stage campaign designed to change attitudes .	4
foot	0	0	But lose a leg , as Zac Vawter did after a motorcycle accident in 2009 , and you will appreciate the myriad calculations that go into putting one foot in front of the other .	28
disapproved	1	4	Independents disapproved 56 percent to 41 percent .	1
range	0	0	The expanding range of Naegleria infections could potentially be related to climate change , she adds , as the organism thrives in warmer temperatures .	2
wins	0	0	The first team to score wins .	5
remarkable	0	0	But it is Vawter 's ability to control the prosthetic with his thoughts that makes the latest case remarkable .	18
suburban	1	8	The girls were paired in the Rising Stars Buddy Baseball program in west suburban Wheaton , Illinois , which matches students with special needs with partners on the field .	13
bottle	0	0	Because if you shut off the supply of 24-ounce fountain drinks , bacon cheeseburgers , fried chicken and stuffed tacos , the children who frequently eat at fast-food restaurants will go home and do what they generally do when not eating at a fast-food restaurant : They 'll snarf cookies and chips , chug sugar-sweetened soda from a bottle , and heat up frozen pizzas .	58
surge	1	6	But nonetheless , the 24-year-old civil engineer from Baghdad plans to fly to Turkey next week in order to join the surge of migrants and refugees making a bid for a better life in Europe .	21
exception	0	0	Under the new policy , those two hours include using the Internet for entertainment , including Facebook , Twitter , TV and movies ; online homework is an exception .	28
passage	1	3	The passage is , of course , the literary skeleton of what down-on-his-luck Samuel Clemens would transform into literary gold , a wildly improbable story originally called Jim Smiley and His Jumping Frog , '' which introduced much of the 19th-century world to Mark Twain .	1
purchases	1	3	`` You can not charge consumers for purchases they did not authorize , '' said Edith Ramirez , the commission chairwoman .	7
models	0	0	Scientists analyzed more than 200 published food-web -LRB- interacting food chains -RRB- models from all over the world , which included more than 3,000 ocean species .	12
opening	0	0	They 're arguing that as sea ice continues to melt in the Arctic , passageways are opening for certain animals - heretofore restricted by the ice - to start moving through , enabling them to cross into new territories .	16
orbiting	1	5	As the largest , heaviest object orbiting our sun , Jupiter 's namesake world is the lord of planets , a dominant force in the solar system .	6
poisonings	1	4	Already perceived as ugly and saddled with being a symbol of death and decay in many cultures , their numbers are dropping because of poaching , poisonings and collisions with electricity pylons and wind turbines .	26
justice	0	0	Government officials promise to give the children their day in court , but immigration advocates fear that even though justice may be swift , it will not necessarily be fair .	19
hearings	0	0	If the agency decides to proceed with reintroducing grizzlies , the next step will be a lengthy process that includes scientific reviews and public hearings that could take years .	24
dolphin	0	0	For the people on the Solomon Islands , it 's long been about the teeth : Necklaces made of dolphin teeth are `` bride prizes , '' given by grooms to their betrothed .	19
body	0	0	CHICAGO -- For years a general complaint about dolls has been that they send the wrong messages to children , whether it 's promoting an unrealistic body image or reinforcing stereotypes about girly interests .	26
nod	1	4	It will be a nod to his West Baltimore neighborhood -- where more friends and peers than he can count on all his fingers have died in gun violence .	4
Thinking	0	0	Thinking of being in the sky brought the 17-year-old some respite .	0
leaving	0	0	The machines spent a good deal of time on the sidelines , leaving humans to do the most hazardous work .	12
barriers	1	4	When Superintendent Tiffany Anderson arrived here 3 1/2 years ago , she was determined to clear the barriers that so often keep poor kids from learning .	16
teaches	0	0	`` A lot of times kids want to test me because I was in the military , '' said Anthony Kajencki , a West Point graduate and former air defense artillery officer who teaches at Northern High School in Durham , N.C. '' ` Look at this guy .	33
bundle	1	3	A report published Wednesday in the New England Journal of Medicine describes how the team fit Vawter with a prosthetic leg that has learned -- with the help of a computer and some electrodes -- to read his intentions from a bundle of nerves that end above his missing knee .	41
supervisor	1	4	But not Guoshing Cui , a Samsung supervisor from Guangzhou .	7
exposing	0	0	Many fear the day when Wyoming 's oil market fails , as it last did in the mid-1980s , exposing a fundamental flaw in the state 's job picture : The lure of the oil dollar has prompted teenagers to skip college , or abandon high school , for the petroleum fields -- many without a Plan B if things go bust .	19
swimming	0	0	Last week , 9-year-old Hally Yust died after contracting a rare brain-eating amoeba infection while swimming near her family 's home in Kansas .	15
Israrullah	0	0	He said the two men convicted -- identified only as Izhar and Israrullah -- have each been sentenced to 46 years ' imprisonment for the attack on Malala .	12
clips	0	0	One female activist , speaking on condition of anonymity , said the publication of the video clips and photographs was the first part of a two-stage campaign designed to change attitudes .	16
pick	0	0	Toughened ships like Marchenko 's converted Arctic fishing vessel , the RV Lance , can usually pick their way slowly through it .	16
developing	1	6	But the more important number may be the 39,000 hours Disney Animation spent developing the computer program that made the movie possible .	13
hurling	1	4	The state news agency said about 500 young men hurling stones and Molotov cocktails set ablaze the headquarters of Morsi 's Muslim Brotherhood party in Cairo .	9
surrounds	1	4	On the chain-link fence that surrounds the courts , spray paint marks the goals .	5
free	0	0	&lt;img class="pull-right" src="https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/20140630_ISLAMICSTATE.jpg" /&gt; KALAK , Iraq -- Waving pots and pans , police pushed back dozens of hungry Iraqi refugees as they rushed to seize free food , ending their first daylong fast of the holy Muslim month of Ramadan in an encampment for the displaced .	23
wreckage	1	5	`` The appearance of at least some wreckage takes it out of the realm of ` vanished without a trace , cue the music , ' with ` OK , sure , it did go down in the ocean , ' '' said Ric Gillespie , a former U.S. aviation accident investigator who wrote a book about Earhart 's still-unsolved 1937 disappearance over the Pacific Ocean .	7
unfazed	1	5	Onstage , the players are stone-faced and appear unfazed by the commotion around them .	8
separatists	1	8	It is a story that echoes among the tens of thousands of Ukrainian residents who fled their homes when fighting intensified in August between pro-Russia separatists and Ukrainian government forces .	25
deportation	1	7	`` I believe a large number , 50 percent , have been able to show up in immigration court and have been allowed to stay , avoiding deportation , '' said Nora Sandigo , leader of American Fraternity .	27
sued	0	0	In August , it sued to block a 2011 Texas voter-identification measure .	4
rise	0	0	Afghans have grown familiar with firearms over long decades of war , from the 1979 Soviet invasion and the resulting insurgency to the civil war and the rise of the Taliban in the 1990s .	27
implicitly	1	7	He defended his record -- and implicitly urged the public to elect another Democratic president to build on it -- but acknowledged the persistent anxieties of Americans who feel shut out of a changing economy or at risk from an evolving terror threat .	6
bystander	1	5	The shooting April 4 was captured on video by a bystander , showing Officer Michael Slager firing eight times as 50-year-old Walter Scott ran away , inflaming a national debate about how black people are treated by white police officers .	10
evident	1	6	`` Given the way the meeting transpired , '' Ray Halbritter , an Oneida representative and leader of the `` Change the Mascot Campaign , '' said Wednesday , `` it became somewhat evident they were defending the continued use of the name .	33
diving	0	0	`` It would n't fluke up , '' Nancy Black , a marine biologist on board the ship that day said , referring to the picture-perfect tail flip that humpbacks display before diving to feed .	32
downturns	1	6	Business owners warn it will tie their hands in downturns , drive small employers out of business and lead to millions of layoffs .	9
riverside	1	4	NEW YORK -- A New York City commuter train rounding a riverside curve derailed Sunday , killing four people and injuring more than 60 in a crash that threw passengers from the toppling cars and left a snaking chain of twisted wreckage just inches from the water .	11
expands	1	5	SAN FRANCISCO -- A federal appeals court became the first in the nation to rule that prospective jurors may not be excluded because of their sexual orientation , a decision that expands juror protections beyond race and gender and provides legal ammunition to challenge laws that limit gay rights .	31
segregation	1	9	Five million public school students in Texas will begin using new social studies textbooks this fall based on state academic standards that barely address racial segregation .	25
owls	0	0	It turned out there were 10 owls in Bagu 's dark , warm attic .	6
eradication	1	9	WICOMICO RIVER , Md. -- On the wall of the nutria eradication team 's drab office at the Blackwater National Wildlife Refuge , there 's a large whiteboard with names and numbers on it .	11
faulted	1	8	Blistering audits have faulted efforts to fight what one official called a `` rat crisis . ''	3
golfers	0	0	Castro is among those experienced golfers plagued by an inexplicable phenomenon known as the yips .	5
WiFi	0	0	Using the WiFi on his camera , he uploaded dozens of his raw photos to Instagram and Twitter , sharing them with his several thousand followers in real time .	2
trouble	0	0	Of all the food that Americans waste - and Americans waste a lot of food - it 's the seafood that never gets eaten that should trouble us most .	26
wrecking	1	7	SEATTLE -- A tiny white sliver inside the heads of fish could hold evidence of a century 's worth of humans wrecking the environment : atomic bombs , overfishing , even climate change .	21
Building	0	0	The free fan village will feature concerts , interactive games and player appearances at the foot of Market Street across from the Ferry Building , and will be among the main images broadcast of San Francisco .	23
throws	0	0	Dressed in a red uniform in a Lenexa , Kansas , martial arts studio , Helen Dugan puts an opponent 73 years her junior in a choke hold , then throws him to the mat .	30
experimented	1	6	To reduce the number of injuries and deaths associated with distracted walking , Utah and New Jersey have experimented with fines for texting in dangerous walking situations .	18
king	0	0	In Greco-Roman mythology Jupiter is the king of the gods , a deity who destroyed an older race of titans to become the jealous and vengeful lord of heaven and Earth .	6
resisting	1	5	But Germany , another major creditor to Greece , is resisting , even though it knows better than most what debt relief can achieve .	10
developmental	0	0	Others have cerebral palsy , Down syndrome , attention deficit disorder and developmental delays .	12
demanded	1	3	Proponents of the requirement argued that American children were falling behind in financial literacy and that the increasingly complex world of consumer banking demanded a new kind of education .	23
ballerinas	0	0	Copeland , 32 , has become one of America 's most famous female athletes , revered for her unlikely ascendance in an arts world notorious for showcasing only lithe white ballerinas .	30
crew	0	0	Officials lost radio contact with the crew at 4:30 p.m. , said Steve Skurja , assistant spokesman for the Yavapai County Sheriff 's Office .	6
monster	1	4	Just down the road from the world 's tallest tower , in the shadow of monster sand dunes , marine biologists from around the world clamored onboard a boat for a visit to some of the Persian Gulf 's coral reefs .	15
persistent	1	8	He defended his record -- and implicitly urged the public to elect another Democratic president to build on it -- but acknowledged the persistent anxieties of Americans who feel shut out of a changing economy or at risk from an evolving terror threat .	23
total	0	0	A total of 25 international teams will compete June 5 and 6 to win one of three cash prizes totaling $ 3.5 million .	1
Eating	0	0	Eating them is associated with all sorts of beneficial health outcomes .	0
passing	0	0	The mayor 's decision to home in on one of Chicago 's most intractable problems meant he made only passing reference to another : crumbling finances that have left the city 's credit rated as `` junk '' and its pension funds woefully unfunded .	19
crippled	1	7	While she wanted to help , her husband worried they may be arrested or lose their land if they gave aid to the dozens of travelers , many of them desperate and dehydrated , and some nearly crippled by enormous blisters on the bottoms of their feet .	37
cable	0	0	Each elevator operates using a pulley-like system that consists of a cab and counterweights connected by a cable .	17
company	0	0	Disney Animation 's sister company , Pixar , has long been a trailblazer , producing the first feature-length computer-animated film , 1995 's `` Toy Story . ''	4
perfect	0	0	He says he 's aced a course called `` Machine Learning '' by hot-shot Stanford professor Andrew Ng , scoring a perfect 100 .	21
taxpaying	1	3	`` Schools that understand we can get students in the ag program know they 're going to be taxpaying citizens with good-paying jobs . ''	18
demographics	1	7	That the campaign hired her speaks to the growing influence of the immigrant youth movement she helped lead , as well as the distinct demographics of Latino voters .	24
seemed	0	0	That Rodrigo Guzman , 10 , could no longer be with his friends and attend Jefferson Elementary seemed so obviously unfair to these students .	17
Airlines	0	0	Airlines have banned hoverboards until they can figure out what 's going on .	0
immediate	0	0	Volunteer attorneys are scrambling to prepare for as many as 50 hearings a day per judge to assert the children 's right to become permanent residents , or at least avoid immediate deportation .	31
recovered	0	0	Paleontologists have recovered mollusks , asphalt-saturated sand dollars , pieces of driftwood and Monterey cypress cones .	2
comet	0	0	The European Space Agency -LRB- ESA -RRB- says it has succeeded in landing a spacecraft on a comet for the first time .	17
submitting	1	5	Twenty-two years of reporting his daily actions , of submitting to unannounced visits , of living only where other people said he could were over .	9
sugars	0	0	Participants were designated `` Western diet '' consumers if their consumption from non-fast-food sources was relatively high in saturated fats and added sugars .	22
heart	0	0	He and other scientists at rural , high-altitude sites across the western U.S. have been documenting rising levels of ozone , which can trigger asthma attacks , worsen heart and lung disease and lead to premature deaths , even as emissions have plummeted nationwide over the last few decades .	28
Latinos	0	0	To win over Latinos for Clinton in key states such as Florida , Colorado and Nevada , Praeli will have to connect with people much like herself .	3
traditional	1	6	In June , the 32-year-old quit his job as a salesman with a traditional Chinese medicine company .	13
